Symbol,Current Stock Price,Predicted Short Position,Difference,Company Name,Sector,Industry,Market Capital,P/E Ratio,P/B Ratio,PEG Ratio,Dividend Yield,EPS,Revenue,Profit Margin,EBITDA,Earnings Date
AIG,$76.88,$66.23,"$10.65
","American International Group, Inc.",Financial Services,Insurance - Diversified,47156936704.0,15.02982,1.0579641,Not Available,0.021,5.03,45298999296.0,-0.04876,8501000192,Not Available
MA,$532.94,$420.47,"$112.47
",Mastercard Incorporated,Financial Services,Credit Services,483623469056.0,39.827663,65.156425,Not Available,0.005,13.23,27225999360.0,0.45262,16784000000,Not Available
HON,$232.93,$194.72,"$38.21
",Honeywell International Inc.,Industrials,Conglomerates,146208030720.0,25.934256,8.399956,Not Available,0.0197,8.67,37850001408.0,0.15015,9164000256,Not Available
VICI,$32.61,$27.84,"$4.77
",VICI Properties Inc.,Real Estate,REIT - Diversified,33522604032.0,11.777778,1.2753158,Not Available,0.0537,2.7,3805018112.0,0.73902,3661391104,Not Available
O,$57.89,$52.19,"$5.70
",Realty Income Corporation,Real Estate,REIT - Retail,49153077248.0,53.48705,1.2780801,Not Available,0.0558,1.05,5014703104.0,0.1754,4485658112,Not Available
NWSA,$29.35,$22.57,"$6.78
",News Corporation,Communication Services,Entertainment,17389391872.0,47.83871,2.0457995,Not Available,0.0068,0.62,10163000320.0,0.034930002,1270000000,Not Available
TTWO,$188.38,$142.37,"$46.01
","Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,32945868800.0,Not Available,5.6776633,Not Available,Not Available,-21.2,5456999936.0,-0.66375,165600000,Not Available
AES,$13.04,$13.49,"$-0.45
",The AES Corporation,Utilities,Utilities - Diversified,9413997568.0,9.194444,2.8614655,Not Available,0.053000003,1.44,12284000256.0,0.08344,3334000128,Not Available
SLB,$43.94,$41.18,"$2.76
",Schlumberger Limited,Energy,Oil & Gas Equipment & Services,61421461504.0,13.985531,2.855314,Not Available,0.0252,3.11,35995000832.0,0.12441,8130999808,Not Available
DOC,$21.99,$16.87,"$5.12
","Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,14992560128.0,43.744896,1.7507963,Not Available,0.0554,0.49,2556112896.0,0.12109999,1400305024,Not Available
TT,$416.22,$242.27,"$173.95
",Trane Technologies plc,Industrials,Building Products & Equipment,92050571264.0,37.49496,12.134975,Not Available,0.0081,10.91,19388299264.0,0.12729,3691200000,Not Available
TGT,$132.31,$127.58,"$4.73
",Target Corporation,Consumer Defensive,Discount Stores,59288051712.0,13.735668,4.4473085,Not Available,0.0287,9.42,107300003840.0,0.04182,9230999552,Not Available
AAPL,$237.33,$172.89,"$64.44
",Apple Inc.,Technology,Consumer Electronics,3645090299904.0,39.59678,64.01497,Not Available,0.0042,6.09,391034994688.0,0.23971,134660997120,Not Available
MKC,$78.41,$66.33,"$12.08
","McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,21043380224.0,26.672176,3.8814137,Not Available,0.023,2.94,6678499840.0,0.11868,1270200064,Not Available
OTIS,$102.98,$86.45,"$16.53
",Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,40315600896.0,25.105722,Not Available,Not Available,0.0153,4.02,14206000128.0,0.11481,2507000064,Not Available
CEG,$256.56,$128.11,"$128.45
",Constellation Energy Corporation,Utilities,Utilities - Renewable,77569343488.0,27.37417,6.1755476,Not Available,0.0056,9.06,23982000128.0,0.11926,5997000192,Not Available
TDY,$485.26,$375.26,"$110.00
",Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,22314577920.0,24.269133,2.3269365,Not Available,Not Available,19.73,5592699904.0,0.16876,1346000000,Not Available
WY,$32.26,$27.95,"$4.31
",Weyerhaeuser Company,Real Estate,REIT - Specialty,23036282880.0,43.431507,2.32118,Not Available,0.025,0.73,7190000128.0,0.07427,1234000000,Not Available
APD,$334.33,$227.32,"$107.01
","Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,73782018048.0,19.233913,4.335132,Not Available,0.0211,17.25,12100599808.0,0.31636,4296600064,Not Available
GRMN,$212.60,$128.99,"$83.61
",Garmin Ltd.,Technology,Scientific & Technical Instruments,40636325888.0,26.85533,5.4165707,Not Available,0.014099999,7.88,5956843008.0,0.2548,1596897024,Not Available
AEE,$94.39,$70.62,"$23.77
",Ameren Corporation,Utilities,Utilities - Regulated Electric,24808288256.0,21.868237,2.0963123,Not Available,0.028900001,4.25,7057999872.0,0.16053,3264000000,Not Available
BX,$191.09,$115.98,"$75.11
",Blackstone Inc.,Financial Services,Asset Management,225237876736.0,63.597603,20.349003,Not Available,0.0184,2.92,11138276352.0,0.19971001,Not Available,Not Available
HLT,$253.44,$176.00,"$77.44
",Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,60997410816.0,53.464745,Not Available,Not Available,0.0023999999,4.68,4695000064.0,0.25069,2456999936,Not Available
DLTR,$71.27,$70.16,"$1.11
","Dollar Tree, Inc.",Consumer Defensive,Discount Stores,15720215552.0,Not Available,2.130164,Not Available,Not Available,-4.81,30966300672.0,-0.0344,2604699904,Not Available
STE,$219.06,$202.41,"$16.65
",STERIS plc,Healthcare,Medical Devices,21545828352.0,36.685715,3.2677627,Not Available,0.0104,5.95,5325524992.0,0.08164,1325649024,Not Available
HAS,$65.15,$48.34,"$16.81
","Hasbro, Inc.",Consumer Cyclical,Leisure,9081513984.0,Not Available,7.0546165,Not Available,0.0433,-4.64,4322800128.0,-0.14833,772200000,Not Available
TMUS,$246.94,$158.30,"$88.64
","T-Mobile US, Inc.",Communication Services,Telecom Services,284830662656.0,28.018265,4.448956,Not Available,0.014400001,8.76,80005996544.0,0.12964,30663999488,Not Available
WMT,$92.50,$55.01,"$37.49
",Walmart Inc.,Consumer Defensive,Discount Stores,748039503872.0,38.296295,8.937764,Not Available,0.0099,2.43,665035014144.0,0.02339,40779001856,Not Available
NTAP,$122.64,$83.78,"$38.86
","NetApp, Inc.",Technology,Computer Hardware,25193678848.0,22.863468,22.27575,Not Available,0.0164,5.42,6376999936.0,0.17014,1582000000,Not Available
KIM,$25.57,$18.47,"$7.10
",Kimco Realty Corporation,Real Estate,REIT - Retail,16878989312.0,46.37037,1.6039972,Not Available,0.0397,0.54,1963219968.0,0.1958,1195842048,Not Available
BAX,$33.71,$32.88,"$0.83
",Baxter International Inc.,Healthcare,Medical Instruments & Supplies,17002579968.0,133.2,2.159393,Not Available,0.020299999,0.25,15061999616.0,0.00717,2744000000,Not Available
LMT,$529.41,$440.71,"$88.70
",Lockheed Martin Corporation,Industrials,Aerospace & Defense,123496423424.0,18.856497,17.077652,Not Available,0.0254,27.63,71295000576.0,0.09363,10225999872,Not Available
KKR,$162.87,$77.41,"$85.46
",KKR & Co. Inc.,Financial Services,Asset Management,145423728640.0,48.94099,5.8069863,Not Available,0.0044,3.22,27816323072.0,0.107530005,Not Available,Not Available
KEY,$19.48,$12.58,"$6.90
",KeyCorp,Financial Services,Banks - Regional,18482472960.0,Infinity,1.2877271,Not Available,0.0429,Not Available,4851999744.0,0.0305,Not Available,Not Available
KEYS,$170.84,$125.09,"$45.75
","Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,29538428928.0,48.62074,5.678146,Not Available,Not Available,3.52,5002999808.0,0.18249,1187000064,Not Available
BMY,$59.22,$41.77,"$17.45
",Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,121453297664.0,Not Available,7.0842185,Not Available,0.04,-3.58,47435001856.0,-0.15301,19161999360,Not Available
PSA,$348.05,$266.68,"$81.37
",Public Storage,Real Estate,REIT - Industrial,59151376384.0,35.07762,11.245297,Not Available,0.0349,9.63,4698625024.0,0.40367,3353046016,Not Available
WYNN,$94.38,$76.94,"$17.44
","Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,10263858176.0,11.220287,Not Available,Not Available,0.0104,8.33,7129624064.0,0.1337,1829332992,Not Available
EFX,$261.56,$220.39,"$41.17
",Equifax Inc.,Industrials,Consulting Services,32115963904.0,57.577778,6.5394616,Not Available,0.006,4.5,5588199936.0,0.100659996,1697699968,Not Available
NUE,$154.69,$144.09,"$10.60
",Nucor Corporation,Basic Materials,Steel,36715360256.0,15.063583,1.793366,Not Available,0.0138,10.38,31362945024.0,0.080520004,4940151808,Not Available
PKG,$248.85,$164.16,"$84.69
",Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,21887698944.0,28.439325,5.097463,Not Available,0.020399999,8.57,8175099904.0,0.09458,1624999936,Not Available
GDDY,$197.57,$105.54,"$92.03
",GoDaddy Inc.,Technology,Software - Infrastructure,27480135680.0,15.696873,77.00236,Not Available,Not Available,12.47,4480900096.0,0.41335,1015600000,Not Available
WAB,$200.62,$121.88,"$78.74
",Westinghouse Air Brake Technologies Corporation,Industrials,Railroads,34233612288.0,33.24875,3.3691976,Not Available,0.004,5.99,10330000384.0,0.10252,2110000000,Not Available
CTSH,$80.49,$66.04,"$14.45
",Cognizant Technology Solutions Corporation,Technology,Information Technology Services,39683276800.0,17.70686,2.7468512,Not Available,0.0148,4.52,19412000768.0,0.116009995,3470000128,Not Available
GEV,$334.12,$145.37,"$188.75
",GE Vernova Inc.,Utilities,Utilities - Renewable,90880032768.0,78.125595,9.55374,Not Available,Not Available,4.22,34422001664.0,0.03675,1396999936,Not Available
SWK,$89.45,$80.98,"$8.47
","Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,13543307264.0,Not Available,1.5285704,Not Available,0.0368,-1.24,15381699584.0,-0.0133299995,1663699968,Not Available
CRL,$199.06,$188.17,"$10.89
","Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,10151686144.0,24.784332,2.683897,Not Available,Not Available,8.01,4060915968.0,0.10436,948771008,Not Available
MU,$97.95,$81.24,"$16.71
","Micron Technology, Inc.",Technology,Semiconductors,112150413312.0,143.81429,2.4737682,Not Available,0.0047,0.7,25110999040.0,0.03098,8944000000,Not Available
TRV,$266.04,$185.82,"$80.22
","The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,59195207680.0,13.392399,2.1371374,Not Available,0.0159,19.47,45341999104.0,0.10019,6719000064,Not Available
L,$86.73,$69.75,"$16.98
",Loews Corporation,Financial Services,Insurance - Property & Casualty,18631036928.0,11.439495,1.0850645,Not Available,0.0029,7.52,17222000640.0,0.09714,3233999872,Not Available
AEP,$99.86,$78.84,"$21.02
","American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,52180721664.0,19.754032,1.9600314,Not Available,0.0379,4.96,19602200576.0,0.13464,7258299904,Not Available
CI,$337.80,$268.43,"$69.37
",The Cigna Group,Healthcare,Healthcare Plans,93620731904.0,31.903316,2.2348082,Not Available,0.0166,10.55,229746999296.0,0.01323,8554999808,Not Available
DOW,$44.21,$45.27,"$-1.06
",Dow Inc.,Basic Materials,Chemicals,30860058624.0,29.386667,1.6853374,Not Available,0.0631,1.5,43179999232.0,0.02464,4851999744,Not Available
CDW,$175.93,$182.37,"$-6.44
",CDW Corporation,Technology,Information Technology Services,23618377728.0,21.666258,10.048761,Not Available,0.0138,8.18,20831199232.0,0.05327,1996300032,Not Available
BALL,$62.16,$55.40,"$6.76
",Ball Corporation,Consumer Cyclical,Packaging & Containers,18675558400.0,26.075083,2.8096888,Not Available,0.0127,2.4,13784999936.0,0.30424,2092999936,Not Available
JNJ,$155.01,$146.68,"$8.33
",Johnson & Johnson,Healthcare,Drug Manufacturers - General,370701271040.0,25.449587,5.2830772,Not Available,0.032,6.05,87695998976.0,0.16744,30051999744,Not Available
WM,$228.22,$174.32,"$53.90
","Waste Management, Inc.",Industrials,Waste Management,90391642112.0,34.383205,11.328471,Not Available,0.013300001,6.55,21386999808.0,0.12349,6381000192,Not Available
DOV,$205.90,$146.04,"$59.86
",Dover Corporation,Industrials,Specialty Industrial Machinery,27768346624.0,18.383741,4.8733535,Not Available,0.0101,11.01,8474512896.0,0.18378,1765938048,Not Available
CRM,$329.99,$229.91,"$100.08
","Salesforce, Inc.",Technology,Software - Application,314027835392.0,57.326523,5.4601226,Not Available,0.0047999998,5.73,36465000448.0,0.15445,9345000448,Not Available
PGR,$268.88,$165.11,"$103.77
",The Progressive Corporation,Financial Services,Insurance - Property & Casualty,154455179264.0,19.161337,5.6868625,Not Available,0.0015,13.76,71959396352.0,0.112720005,10823199744,Not Available
WAT,$384.72,$286.74,"$97.98
",Waters Corporation,Healthcare,Diagnostics & Research,22859837440.0,36.701622,14.257675,Not Available,Not Available,10.49,2905146880.0,0.21431999,1008035008,Not Available
IEX,$230.63,$196.09,"$34.54
",IDEX Corporation,Industrials,Specialty Industrial Machinery,17342906368.0,35.563663,4.551923,Not Available,0.0119,6.44,3194800128.0,0.1535,862700032,Not Available
BWA,$34.32,$30.92,"$3.40
",BorgWarner Inc.,Consumer Cyclical,Auto Parts,7440174080.0,8.420793,1.2086116,Not Available,0.0128,4.04,14168999936.0,0.06331,1882000000,Not Available
LRCX,$73.88,$73.85,"$0.03
",Lam Research Corporation,Technology,Semiconductor Equipment & Materials,100992303104.0,25.401295,11.970412,Not Available,0.0117,3.09,15591300096.0,0.2602,4920197120,Not Available
BLK,$1022.80,$764.09,"$258.71
","BlackRock, Inc.",Financial Services,Asset Management,152236326912.0,25.508438,3.692678,Not Available,0.02,40.29,19360999424.0,0.31372,7673999872,Not Available
PPL,$34.93,$26.40,"$8.53
",PPL Corporation,Utilities,Utilities - Regulated Electric,25471033344.0,31.094593,1.8069735,Not Available,0.0299,1.11,8281999872.0,0.09949,3276000000,Not Available
