Symbol,Current Stock Price,Predicted Short Position,Difference,Company Name,Sector,Industry,Market Capital,P/E Ratio,P/B Ratio,PEG Ratio,Dividend Yield,EPS,Revenue,Profit Margin,EBITDA,Earnings Date
GEN,$30.85,$20.79,"$10.06
",Gen Digital Inc.,Technology,Software - Infrastructure,18501206016.0,30.323233,8.813858,Not Available,0.0167,0.99,3863000064.0,0.16153,1808999936.0,Not Available
WBA,$9.02,$10.08,"$-1.06
","Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,8507833856.0,Not Available,0.8048639,Not Available,0.1028,-10.01,147657998336.0,-0.05849,2884000000.0,Not Available
LVS,$53.06,$39.59,"$13.47
",Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,39477686272.0,26.633663,11.383834,Not Available,0.0149,2.02,11317000192.0,0.1329,3863000064.0,Not Available
HCA,$327.22,$264.27,"$62.95
","HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,79824199680.0,14.003141,Not Available,Not Available,0.0085,22.28,69620998144.0,0.085159995,13747000320.0,Not Available
AJG,$312.24,$229.57,"$82.67
",Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,70839074816.0,53.76482,5.0634756,Not Available,0.0085,5.23,10667700224.0,0.10988,3382200064.0,Not Available
DTE,$125.78,$105.18,"$20.60
",DTE Energy Company,Utilities,Utilities - Regulated Electric,25059192832.0,16.365852,2.1578262,Not Available,0.0361,7.38,12414999552.0,0.12332,3448000000.0,Not Available
C,$70.87,$47.45,"$23.42
",Citigroup Inc.,Financial Services,Banks - Diversified,136095580160.0,20.350428,0.7009332,Not Available,0.0305,3.51,69307998208.0,0.11524,Not Available,Not Available
T,$23.16,$16.80,"$6.36
",AT&T Inc.,Communication Services,Telecom Services,168475820032.0,18.99187,1.6374598,Not Available,0.0475,1.23,122059997184.0,0.07419,42773000192,Not Available
CF,$89.66,$71.52,"$18.14
","CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,15684421632.0,14.283676,3.0250041,Not Available,0.0222,6.31,5983000064.0,0.19455,2651000064,Not Available
MGM,$38.34,$35.51,"$2.83
",MGM Resorts International,Consumer Cyclical,Resorts & Casinos,10998525952.0,13.189964,3.3804886,Not Available,Not Available,2.79,17221656576.0,0.052410003,2556987904,Not Available
HUM,$296.38,$266.36,"$30.02
",Humana Inc.,Healthcare,Healthcare Plans,33498474496.0,23.802792,1.8699571,Not Available,0.012999999,11.46,115010002944.0,0.011820001,3779000064,Not Available
CBOE,$215.85,$172.92,"$42.93
","Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,21208283136.0,27.264668,4.971022,Not Available,0.0126,7.33,3955599872.0,0.19729,1290400000,Not Available
CFG,$48.14,$28.61,"$19.53
","Citizens Financial Group, Inc.",Financial Services,Banks - Regional,20373594112.0,17.858824,0.8884814,Not Available,0.0369,2.55,7114999808.0,0.18229,Not Available,Not Available
APH,$72.65,$47.89,"$24.76
",Amphenol Corporation,Technology,Electronic Components,88732893184.0,42.29885,9.385361,Not Available,0.009,1.74,14232399872.0,0.15403,3586299904,Not Available
SYY,$77.11,$70.48,"$6.63
",Sysco Corporation,Consumer Defensive,Food Distribution,39470034944.0,20.503857,17.74811,Not Available,0.0256,3.89,79707996160.0,0.024360001,4410999808,Not Available
MSI,$499.70,$328.19,"$171.51
","Motorola Solutions, Inc.",Technology,Communication Equipment,79901908992.0,51.526318,59.146633,Not Available,0.0093,9.12,10654999552.0,0.1466,3152000000,Not Available
FCX,$44.20,$38.09,"$6.11
",Freeport-McMoRan Inc.,Basic Materials,Copper,61787750400.0,30.492756,3.4457912,Not Available,0.0143,1.38,25639999488.0,0.07812,9900000256,Not Available
ADM,$54.60,$53.89,"$0.71
",Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,25400586240.0,14.910113,1.1283774,Not Available,0.0379,3.56,88768004096.0,0.0293,3988000000,Not Available
LH,$241.16,$197.88,"$43.28
",Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,19390935040.0,44.076042,2.3750935,Not Available,0.0124,5.26,12712800256.0,0.03426,1673500032,Not Available
SOLV,$71.51,$50.74,"$20.77
",Solventum Corporation,Healthcare,Health Information Services,12177679360.0,179.51283,3.7890353,Not Available,Not Available,0.39,8215000064.0,0.08764,1840000000,Not Available
BLDR,$186.47,$140.34,"$46.13
","Builders FirstSource, Inc.",Industrials,Building Products & Equipment,19813046272.0,16.700586,4.4355507,Not Available,Not Available,10.22,16731047936.0,0.07401,2349128960,Not Available
LNT,$63.20,$49.03,"$14.17
",Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,15516541952.0,23.529184,2.226846,Not Available,0.0318,2.57,3966000128.0,0.16667,1636999936,Not Available
BAC,$47.51,$31.38,"$16.13
",Bank of America Corporation,Financial Services,Banks - Diversified,353566326784.0,16.695652,1.3027623,Not Available,0.0226,2.76,94625996800.0,0.24952,Not Available,Not Available
PSX,$133.98,$123.47,"$10.51
",Phillips 66,Energy,Oil & Gas Refining & Marketing,51759996928.0,15.81505,1.7828232,Not Available,0.037100002,7.84,147738001408.0,0.0228,5571999744,Not Available
GPN,$118.96,$96.89,"$22.07
",Global Payments Inc.,Industrials,Specialty Business Services,29793755136.0,21.843395,1.2911104,Not Available,0.0086,5.3,10024320000.0,0.13612,4356144128,Not Available
HUBB,$460.09,$313.55,"$146.54
",Hubbell Incorporated,Industrials,Electrical Equipment & Parts,24527435776.0,32.781857,7.6014156,Not Available,0.0116,13.89,5640000000.0,0.1333,1266200064,Not Available
PPG,$124.37,$121.56,"$2.81
","PPG Industries, Inc.",Basic Materials,Specialty Chemicals,28772638720.0,19.654516,3.69448,Not Available,0.0214,6.31,18030000128.0,0.08242,2870000128,Not Available
TECH,$75.36,$63.91,"$11.45
",Bio-Techne Corporation,Healthcare,Biotechnology,12204465152.0,80.71579,5.6964564,Not Available,0.0042,0.95,1171582976.0,0.12864,308515008,Not Available
IRM,$123.67,$69.70,"$53.97
",Iron Mountain Incorporated,Real Estate,REIT - Specialty,33187416064.0,313.66666,Not Available,Not Available,0.0253,0.36,5988459008.0,0.01748,2001980032,Not Available
IQV,$200.84,$198.02,"$2.82
",IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,36494188544.0,26.329828,5.2227287,Not Available,Not Available,7.61,15315000320.0,0.09174,2827000064,Not Available
ESS,$310.46,$222.34,"$88.12
","Essex Property Trust, Inc.",Real Estate,REIT - Residential,19849441280.0,35.31542,3.575399,Not Available,0.0324,8.56,1752440064.0,0.31354,1109452032,Not Available
WBD,$10.48,$7.29,"$3.19
","Warner Bros. Discovery, Inc.",Communication Services,Entertainment,30640091136.0,Not Available,0.8725114,Not Available,Not Available,-4.58,39578001408.0,-0.28342,7144999936,Not Available
HAL,$31.86,$28.85,"$3.01
",Halliburton Company,Energy,Oil & Gas Equipment & Services,25652269056.0,10.101398,2.4635456,Not Available,0.0235,2.86,23072999424.0,0.11038999,5112000000,Not Available
STZ,$240.95,$233.81,"$7.14
","Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,43560980480.0,76.25796,5.521479,Not Available,0.016900001,3.14,10190799872.0,0.05687,3887300096,Not Available
BG,$89.74,$85.83,"$3.91
",Bunge Global SA,Consumer Defensive,Farm Products,11839017984.0,10.594423,1.1515836,Not Available,0.0325,7.89,54501998592.0,0.02112,2486000128,Not Available
PARA,$10.85,$10.31,"$0.54
",Paramount Global,Communication Services,Entertainment,7934381056.0,Not Available,0.4665062,Not Available,0.0172,-9.06,28867000320.0,-0.18887,3124999936,Not Available
ADI,$218.05,$187.21,"$30.84
","Analog Devices, Inc.",Technology,Semiconductors,108053782528.0,66.17629,3.0718005,Not Available,0.0165,3.29,9700435968.0,0.17068,4361349120,Not Available
F,$11.13,$10.20,"$0.93
",Ford Motor Company,Consumer Cyclical,Auto Manufacturers,41372356608.0,11.806819,0.93183863,Not Available,0.0577,0.88,182743007232.0,0.01931,9360000000,Not Available
ADBE,$515.93,$458.71,"$57.22
",Adobe Inc.,Technology,Software - Infrastructure,242079350784.0,38.462723,14.521339,Not Available,Not Available,12.34,20946999296.0,0.25588,8134000128,Not Available
STLD,$145.27,$112.37,"$32.90
","Steel Dynamics, Inc.",Basic Materials,Steel,20332380160.0,11.41277,2.1386924,Not Available,0.0145000005,11.12,17901674496.0,0.09799,2689149952,Not Available
SMCI,$32.64,$27.92,"$4.72
","Super Micro Computer, Inc.",Technology,Computer Hardware,22421295104.0,18.870647,4.0697427,Not Available,Not Available,2.01,14942854144.0,0.08085,1304590720,Not Available
CPRT,$63.39,$48.48,"$14.91
","Copart, Inc.",Industrials,Specialty Business Services,60326490112.0,43.41259,7.9457316,Not Available,Not Available,1.43,4236823040.0,0.32171002,1754322944,Not Available
TDG,$1252.97,$1001.79,"$251.18
",TransDigm Group Incorporated,Industrials,Aerospace & Defense,70099681280.0,48.306854,Not Available,Not Available,Not Available,25.68,7939999744.0,0.21587,3888000000,Not Available
TFX,$192.85,$194.30,"$-1.45
",Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,8528002560.0,36.371033,1.8996445,Not Available,0.0074,5.04,3025824000.0,0.07847,644953984,Not Available
ULTA,$386.64,$346.13,"$40.51
","Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,19944372224.0,16.976772,8.987237,Not Available,Not Available,24.97,11321165824.0,0.10684,1827608064,Not Available
ARE,$110.23,$107.33,"$2.90
","Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,18068686848.0,62.603657,0.9707278,Not Available,0.0514,1.64,3085452032.0,0.09618,1905123968,Not Available
SYK,$392.15,$298.29,"$93.86
",Stryker Corporation,Healthcare,Medical Devices,143398191104.0,40.156315,7.0960174,Not Available,0.009,9.34,21973999616.0,0.16337,5693000192,Not Available
KVUE,$24.08,$18.36,"$5.72
",Kenvue Inc.,Consumer Defensive,Household & Personal Products,42793242624.0,40.581818,4.018002,Not Available,0.0367,0.55,15459000320.0,0.06883,3454000128,Not Available
CB,$288.73,$226.92,"$61.81
",Chubb Limited,Financial Services,Insurance - Property & Casualty,111343845376.0,11.286066,1.6878428,Not Available,0.013200001,24.4,54697000960.0,0.18277,11363000320,Not Available
TSN,$64.50,$48.69,"$15.81
","Tyson Foods, Inc.",Consumer Defensive,Farm Products,22035122176.0,27.2,1.1841648,Not Available,0.0327,2.25,53309001728.0,0.01501,3144000000,Not Available
GNRC,$188.20,$118.55,"$69.65
",Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,10329920512.0,36.246346,4.287231,Not Available,Not Available,4.79,4124702976.0,0.07169,660542976,Not Available
PEP,$163.45,$159.36,"$4.09
","PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,218009206784.0,23.402061,11.215414,Not Available,0.0341,6.79,91919998976.0,0.1018,16913000448,Not Available
PEG,$94.30,$60.97,"$33.33
",Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric,42822434816.0,21.117935,2.6594262,Not Available,0.0279,4.07,10430000128.0,0.19482,4044999936,Not Available
NOW,$1049.44,$686.12,"$363.31
","ServiceNow, Inc.",Technology,Software - Application,236938575872.0,178.60344,25.504576,Not Available,Not Available,6.43,10464000000.0,0.12768,1824000000,Not Available
LLY,$795.35,$609.24,"$186.11
",Eli Lilly and Company,Healthcare,Drug Manufacturers - General,715882299392.0,84.033295,49.4376,Not Available,0.0077,9.31,40863301632.0,0.20482999,16566500352,Not Available
COST,$971.88,$630.12,"$341.76
",Costco Wholesale Corporation,Consumer Defensive,Discount Stores,441602801664.0,58.14059,18.54112,Not Available,0.0047,17.0,254453006336.0,0.02895,11521999872,Not Available
REG,$75.59,$59.03,"$16.56
",Regency Centers Corporation,Real Estate,REIT - Retail,13669140480.0,35.523586,2.0838406,Not Available,0.0374,2.12,1489812992.0,0.27096,917937984,Not Available
NWS,$32.09,$23.82,"$8.27
",News Corporation,Communication Services,Entertainment,17099086848.0,51.370968,2.1968548,Not Available,0.0063,0.62,10163000320.0,0.034930002,1270000000,Not Available
LOW,$272.43,$207.25,"$65.18
","Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,151269801984.0,21.921797,Not Available,Not Available,0.016900001,12.02,84023001088.0,0.08248,12433000448,Not Available
MDLZ,$64.95,$65.20,"$-0.25
","Mondelez International, Inc.",Consumer Defensive,Confectioners,84403945472.0,22.20922,3.006721,Not Available,0.03,2.82,36151001088.0,0.10556,7414000128,Not Available
BKNG,$5201.98,$3339.90,"$1862.08
",Booking Holdings Inc.,Consumer Cyclical,Travel Services,175180857344.0,35.586452,Not Available,Not Available,0.0066000004,148.06,23051999232.0,0.21846001,7183000064,Not Available
ZBRA,$407.00,$246.09,"$160.91
",Zebra Technologies Corporation,Technology,Communication Equipment,21026072576.0,55.235775,6.141654,Not Available,Not Available,7.38,4656000000.0,0.082040004,803000000,Not Available
FMC,$59.09,$52.64,"$6.45
",FMC Corporation,Basic Materials,Agricultural Inputs,7046959104.0,4.470878,1.4765246,Not Available,0.042600002,12.19,4167899904.0,0.34931,703299968,Not Available
XEL,$72.56,$50.91,"$21.65
",Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,39329832960.0,20.323442,2.0318618,Not Available,0.032,3.37,13763000320.0,0.13667,5510000128,Not Available
AIZ,$227.10,$170.81,"$56.29
","Assurant, Inc.",Financial Services,Insurance - Property & Casualty,11161163776.0,15.555397,2.1274598,Not Available,0.0147,13.99,11755799552.0,0.06307,1241900032,Not Available
MET,$88.23,$64.99,"$23.24
","MetLife, Inc.",Financial Services,Insurance - Life,57623191552.0,16.880325,1.8690623,Not Available,0.026199998,4.93,71343996928.0,0.052729998,7036000256,Not Available
FTV,$79.33,$68.98,"$10.35
",Fortive Corporation,Technology,Scientific & Technical Instruments,27159175168.0,30.732,2.525143,Not Available,0.0042,2.5,6195200000.0,0.14355,1698499968,Not Available
DLR,$195.69,$137.12,"$58.57
","Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,63300841472.0,150.9113,3.022516,Not Available,0.026099999,1.24,5374854144.0,0.08209,2337596928,Not Available
ACGL,$100.72,$77.49,"$23.23
",Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,35393093632.0,6.3033557,1.6409825,Not Available,Not Available,14.9,16867000320.0,0.33859003,5171999744,Not Available
FAST,$83.56,$62.11,"$21.45
",Fastenal Company,Industrials,Industrial Distribution,45406982144.0,39.323383,12.587993,Not Available,0.0197,2.01,7480099840.0,0.15439999,1693200000,Not Available
TJX,$125.69,$91.53,"$34.16
","The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,142554972160.0,29.816038,19.62434,Not Available,0.0125,4.24,55623000064.0,0.08563,7125000192,Not Available
SNA,$369.69,$266.36,"$103.33
",Snap-on Incorporated,Industrials,Tools & Accessories,18677467136.0,18.284832,3.4106297,Not Available,0.0241,19.45,5103000064.0,0.20402001,1480000000,Not Available
MPC,$156.15,$149.33,"$6.82
",Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,48841424896.0,11.348331,2.511029,Not Available,0.0249,12.89,142670004224.0,0.031719998,10341000192,Not Available
BR,$236.02,$191.33,"$44.69
","Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,27572946944.0,40.811417,12.498145,Not Available,0.0149,5.78,6498599936.0,0.10572,1545799936,Not Available
D,$58.75,$45.83,"$12.92
","Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,45587337216.0,19.863468,1.7269812,Not Available,0.0496,2.71,14593000448.0,0.16946,7032000000,Not Available
MRK,$101.64,$99.87,"$1.77
","Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,256126042112.0,21.182007,5.7606964,Not Available,0.032,4.78,63174000640.0,0.19229001,22927998976,Not Available
STX,$101.33,$79.74,"$21.59
",Seagate Technology Holdings plc,Technology,Computer Hardware,20812355584.0,25.229975,Not Available,Not Available,0.0295,3.87,7264999936.0,0.11342,1211000064,Not Available
NOC,$489.65,$435.47,"$54.18
",Northrop Grumman Corporation,Industrials,Aerospace & Defense,70153601024.0,29.6679,4.7606854,Not Available,0.0171,16.23,40985001984.0,0.05795,4457999872,Not Available
BXP,$81.99,$57.06,"$24.93
","BXP, Inc.",Real Estate,REIT - Office,14108131328.0,34.756523,2.1928403,Not Available,0.049000002,2.3,3344005120.0,0.10857,1870726016,Not Available
KHC,$31.97,$31.39,"$0.58
",The Kraft Heinz Company,Consumer Defensive,Packaged Foods,38149312512.0,28.423422,0.789263,Not Available,0.0507,1.11,26129999872.0,0.05243,6446000128,Not Available
IPG,$30.81,$27.75,"$3.06
","The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,11212706816.0,14.047171,2.9774046,Not Available,0.044299997,2.12,9338900480.0,0.086540006,1732099968,Not Available
ABNB,$136.11,$118.76,"$17.35
","Airbnb, Inc.",Consumer Cyclical,Travel Services,86743293952.0,47.567474,10.332983,Not Available,Not Available,2.89,10840000512.0,0.16956,1672999936,Not Available
UNP,$244.66,$223.59,"$21.07
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ALLE,$140.84,$109.00,"$31.84
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ABBV,$182.93,$144.64,"$38.29
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ORCL,$184.84,$109.71,"$75.13
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ECL,$248.77,$194.66,"$54.11
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ETR,$156.17,$103.20,"$52.97
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
EBAY,$63.29,$43.32,"$19.97
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
SBUX,$102.46,$75.53,"$26.93
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
IR,$104.17,$72.95,"$31.22
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AMT,$209.00,$178.18,"$30.82
",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
